date,h_open,h_high,h_low,h_close,h_vol,h_qvol,h_trades,h_taker_buy_qvol,btc_close,btc_qvol,eth_close,eth_qvol,sol_close,sol_qvol,funding_sum,funding_last,oi,oi_usd,top_ls_acct,top_ls_pos,global_ls,taker_ls_vol,vix,btc_ex_netflow_usd,btc_mvrv,btc_adract,eth_ex_netflow_usd,eth_mvrv,eth_adract,h_spot_vol_all
2025-06-21,33.388,35.312,30.913,34.421,15063399.4,502769650.74856,1576190.0,246331660.48474,102079.8,12390156115.4865,2294.63,14926463759.4515,135.32,3099049932.173,0.00030000000000000003,5e-05,2517733.71,84832605.45428218,0.8350815171180556,1.05828628125,0.9576916885763889,1.048402611111111,20.62,39841527.92136693,2.1341088047568837,658427.0,-190684674.74086475,1.0283323927814427,593152.0,35995485.2409119
2025-06-22,34.419,36.065,31.6,35.754,21995077.03,740424265.83518,2203215.0,369857177.95234,100904.7,29530840749.9246,2226.33,24395034719.55417,131.64,4586891456.61564,0.00069403,5e-05,2878339.81,102679016.04213,0.8724445559374999,1.0556221701388888,0.9575963241319444,1.094291673611111,20.62,353711292.24444747,2.119915228385861,595271.0,-323767310.9696944,1.02067551907355,501348.0,57702633.7524394
2025-06-23,35.761,38.485,33.272,38.175,20158301.32,724151245.99616,2250053.0,362250246.86051,105290.9,30424122122.1681,2410.39,23160060525.87008,144.41,4936961815.42204,0.00030000000000000003,5e-05,2745542.21,105148885.46263468,0.9907304996180556,1.1996411631944444,1.1806372786458335,1.0613212430555556,19.83,-515908492.8838713,2.2134869832042123,691705.0,-146243075.02413034,1.1042345237811815,529187.0,55459145.3426596
2025-06-24,38.178,38.936,36.25,37.512,12649596.36,472179792.54161,1501075.0,227637690.71768,106034.9,15211187542.8234,2447.58,16167058360.26545,145.83,2795519646.4676,0.00019002,5e-05,2462115.09,92156840.30575949,1.0388061451041668,1.3549939930555555,1.1639799149652776,1.087408222222222,17.48,95269055.43438601,2.220349702793955,757208.0,55270402.15819383,1.1149620245463938,631045.0,35976639.7997775
2025-06-25,37.513,39.096,36.677,37.016,10160149.13,384249505.56163,1286167.0,187727099.44337,107280.0,17055576325.5144,2417.28,12136042753.0774,143.48,2578184524.1205,0.00019548000000000002,5e-05,2431621.54,89859951.36968847,1.032917365625,1.3661583541666666,1.1665299388194446,1.0996787673611113,16.76,-162093373.35254335,2.2450664068043222,748961.0,-34044967.3264451,1.1055781403432479,728650.0,30460989.6323358
2025-06-26,37.017,38.104,35.735,35.803,9364452.83,347675753.16321,1135667.0,164886207.39064,106913.7,12286992617.7236,2414.54,13986888156.9707,138.98,2982922158.80539,0.00030000000000000003,5e-05,2363289.81,84671947.31268,1.0837094726736112,1.4635643437499999,1.1975334662847221,1.0383338715277777,16.59,-138769946.35322046,2.234143825279254,764181.0,712330462.4336349,1.106384859413975,633814.0,27783099.7421152
2025-06-27,35.802,37.285,35.347,36.622,5586862.23,203936986.12726,853681.0,101360495.04565,107010.7,12685404247.2056,2422.06,10621563197.78729,142.05,2704515562.14532,0.00033263,5e-05,2278439.13,83273625.75374979,1.077729956701389,1.5412541631944443,1.1238483768402778,1.0701104409722222,16.32,-738684426.2067461,2.2307257878946083,731987.0,-14427721.37030828,1.1093531810899604,595755.0,16811604.0310949
2025-06-28,36.623,37.907,36.219,37.798,3212373.58,118988522.6336,539096.0,58480878.14367,107241.0,3824571878.0348,2434.8,3723317923.01957,150.67,2611863451.62997,0.00030000000000000003,5e-05,2280001.21,85992361.54467292,1.0950671434722221,1.5442800347222223,1.1232942404861113,1.1560421423611111,16.32,-201127743.63323593,2.2355962704995864,636115.0,-4657240.427116692,1.1172805449780585,646608.0,13661510.2032214
2025-06-29,37.799,39.901,37.489,39.775,5358852.29,206621262.23037,741714.0,106735349.46861,108309.8,8563401844.1215,2499.25,7537795437.65051,153.21,2145063461.05233,0.00035951,5e-05,2443579.27,97176260.40936,1.0699989278472222,1.5179140555555555,1.0451172817361112,1.2557593090277779,16.32,-125297498.52047253,2.2551487868683586,545712.0,-38352531.43953496,1.1428759598979508,630826.0,18887898.8154235
2025-06-30,39.778,41.269,39.156,39.55,8197865.1,329367290.46889,1067155.0,158557888.65741,107087.4,12341253790.3646,2484.3,12818199456.88197,154.73,4402137111.46471,0.00066587,5e-05,2428995.76,95584212.6273127,1.2333646101388889,1.512243798611111,1.2148340923958334,1.0883432326388889,16.73,-712463866.6826937,2.224449219216365,759866.0,-22108222.341681242,1.1331817058043336,571982.0,21814256.7980281
2025-07-01,39.556,39.809,36.839,36.909,8575987.39,329593835.8827,1015759.0,158056431.80306,105637.9,12798966761.0981,2403.65,10982509466.22594,146.79,3271666492.85844,0.00031851000000000004,5e-05,2610468.72,96435923.57660733,1.3547742747569445,1.511522517361111,1.3985893516319445,1.1622342708333333,16.83,-130117128.03902507,2.190371437932748,796482.0,583200239.5395344,1.0929288092587792,562902.0,21699671.6706062
2025-07-02,36.91,40.38,36.809,39.877,7829646.81,302194164.96294,1047228.0,149401061.33879,108800.0,19179636772.5586,2569.37,16554772337.67924,152.21,3424860298.44887,0.00030000000000000003,5e-05,2802628.99,112133185.8899,0.9899754810416668,1.62105684375,1.129404564861111,1.1608604375,16.64,-333016082.31560564,2.2572933277993874,794995.0,-29446078.879526854,1.1636160388778507,591077.0,22227537.314432
2025-07-03,39.877,41.218,39.553,40.254,5930628.57,239311559.37122,852939.0,114652804.95631,109545.2,15492329480.4931,2590.17,13647187156.29036,152.29,3061894611.32734,0.00034137,5e-05,2839803.4,114014353.19864228,1.0540171819791668,1.6680811354166667,0.9892559095833333,1.1001114409722221,16.38,-41354375.93598485,2.268221095554169,798168.0,10107203.785466433,1.1639490678093147,603372.0,26034096.6211578
2025-07-04,40.253,40.437,37.545,38.962,6128319.75,236831431.82914,795185.0,115897058.40591,107935.4,14316422935.2606,2506.86,12725393707.41595,147.6,2647165809.62536,0.00030000000000000003,5e-05,2892827.84,113129818.33888,1.3410568046875,1.7113183680555555,1.4311170646875,1.1783330694444443,17.48,140809916.65375137,2.215345083660493,693948.0,-116966245.85660553,1.1290317086402593,641639.0,21758021.1564457
2025-07-05,38.961,39.624,38.274,39.143,3739084.06,146109675.498,524547.0,71511208.83144,108153.4,3960654262.1664,2515.25,5052102986.64698,147.5,1288858739.51044,0.00030000000000000003,5e-05,2807046.89,109592724.67938,1.1462482593055556,1.7581886770833333,1.1879651226388888,1.1559394583333333,17.48,-81706016.46008301,2.218074557692169,561792.0,89261355.60226041,1.1306084111875876,624984.0,16659603.3685315
2025-07-06,39.137,40.032,38.586,39.829,3982024.06,156496738.25999,531031.0,77908523.41783,109145.8,7864421489.3231,2569.14,9172986497.63379,151.8,2345421615.08061,0.00030000000000000003,5e-05,2782496.79,110726677.26126,1.1434421035069446,1.7659061006944445,1.2124528555902776,1.2247651527777779,17.48,-10647115.761292696,2.2363339967768048,613042.0,-20550571.60006115,1.1503914129103168,605772.0,19096105.891958
2025-07-07,39.829,40.161,38.194,38.546,4577650.0,179920576.60779,609976.0,87365330.59641,108203.9,11536683412.6303,2541.37,11644446527.06696,148.82,2766591811.65317,0.00021796,-3.204e-05,2704281.44,104388162.49257524,1.204617668298611,1.709804125,1.2302683852083334,1.1678917118055556,17.79,-381965486.6681056,2.2137003448829926,686261.0,9982782.010662079,1.1369600529685482,605963.0,22252205.8685489
2025-07-08,38.547,39.079,36.952,38.806,6051103.59,229824869.7107,769386.0,113737339.11755,108873.1,10320330229.2738,2613.97,11532994545.81018,151.59,2446093776.52322,-8.668999999999998e-05,5e-05,2711359.14,105461310.61555745,1.1962370639930555,1.730137625,1.2882876072916667,1.1807567083333332,16.81,-455562577.56167245,2.2241472452865456,795709.0,117703880.97080326,1.1634423108368823,610652.0,30898069.9743159
2025-07-09,38.803,41.049,38.731,40.673,5172539.44,205406274.44987,666769.0,105509171.75801,111199.9,18458201635.8988,2767.7,19472870001.08627,156.99,3228254426.44562,0.0001306,5e-05,2650815.19,108113610.52840155,1.1054200276041666,1.7473601944444443,1.0742445577430555,1.21941690625,15.94,-379929718.22213554,2.268230580456622,779022.0,-127888798.90007186,1.2225741389129092,588717.0,36834723.8112413
2025-07-10,40.671,44.096,40.502,43.813,5949804.44,251013702.32337,774064.0,129047702.67928,115979.2,25573716456.3733,2950.62,24350173415.15155,164.29,3706114563.56733,0.00015883,5e-05,2631157.07,115461393.31306474,1.2592147022916667,1.6286912604166668,1.142886401111111,1.2350717083333334,15.78,-157819145.048347,2.354601798397052,829216.0,-127582918.60616827,1.2773022209576999,599545.0,51845157.8513283
2025-07-11,43.818,46.939,43.383,46.383,6914263.56,314339948.69371,928716.0,156336347.48311,117500.0,23468288934.0047,2956.93,24321474191.78244,162.87,4755973418.7777,0.00033337,5e-05,2571305.84,118964035.99344,1.5423223475347223,1.8284119270833332,1.4337522287847222,1.1168492951388889,16.4,463610384.71042013,2.38212290459618,845548.0,-132369143.02856445,1.270370545815764,605839.0,67303323.7534407
2025-07-12,46.382,47.412,45.088,47.09,4831768.26,223674289.74569,741317.0,108797235.10776,117389.3,7488784312.8489,2941.87,9646182328.47869,160.63,2266048841.393,0.00037382,5e-05,2544850.94,119989721.821,1.7695971115625,1.6732586041666666,1.5489682337500001,1.104832611111111,16.4,187314817.28147674,2.37341147249211,673470.0,-257813712.71779054,1.2570783514810824,659420.0,43960873.365362
2025-07-13,47.09,49.307,46.938,48.95,3958818.71,190616203.2944,655861.0,98121090.01389,119038.3,10670541370.9112,2970.37,10415925230.63532,161.04,1989246685.177,0.00030000000000000003,5e-05,2574913.35,125854873.59064186,1.3926846100694443,1.6933692430555556,1.3028879690625002,1.1781125486111113,16.4,233413516.81819963,2.4017092198498973,655163.0,52243359.66472876,1.2605806631120322,635664.0,55987689.7896123
2025-07-14,48.942,49.923,46.504,47.608,5564265.67,268823526.45626,797688.0,130392797.42083,119816.5,26804448428.8877,3012.26,20170004457.45065,162.13,4054561881.7457,0.00040050000000000003,0.0001505,2613011.43,124269597.58794,1.4589236869097222,1.7720974097222222,1.4364637305902777,1.049888857638889,17.2,706192104.9666762,2.4125084332311304,797345.0,92348589.27737045,1.2656110904240074,562169.0,54901494.4313702
2025-07-15,47.607,48.396,46.649,47.867,5544850.61,263550144.06545,786656.0,129638408.83169,117738.5,31656599892.9497,3137.62,26257227282.62108,163.99,3706124546.10069,0.0007927300000000001,5e-05,2502862.98,120065418.32510015,1.4143765650694444,1.7452451319444444,1.356742187951389,1.1206752916666667,17.38,2646951447.8046155,2.364195114922196,753728.0,-498416508.8574319,1.298389647053158,571938.0,42300727.9832473
2025-07-16,47.865,48.586,46.454,46.987,5145272.18,245529317.04133,718692.0,117719122.92163,118590.7,18903224038.5254,3370.55,30571821987.93077,173.64,5183050130.36384,0.00038173000000000005,5e-05,2613745.67,122693789.87151983,1.2953316148958334,1.8282485034722222,1.2560533676041665,1.1180574618055554,17.16,90974396.41967773,2.3688751245334454,735726.0,-110986919.68072271,1.3647494371225393,597741.0,51434771.8647905
2025-07-17,46.989,47.382,44.45,45.59,7569714.1,350046171.45726,965218.0,164367668.40574,119176.6,19529125659.9034,3476.65,30197089749.63605,175.82,5587531205.80109,0.00031422000000000004,5e-05,2632620.34,120410789.11092,1.2382470185416665,2.0067542986111113,1.2180493683680556,1.0239631666666666,16.52,-491617388.6050873,2.374985804949236,811618.0,-62327594.465798855,1.3891387767646064,624057.0,79443321.9764805
2025-07-18,45.589,47.439,43.045,44.331,8317366.71,376200778.18049,1030758.0,179882635.48813,117896.4,19250655213.5986,3546.36,35671704359.38496,177.21,6083057162.30501,0.00125125,5e-05,2660598.52,117728705.0891501,1.3117996280902777,1.828172045138889,1.3555606127083335,1.0342273645833333,16.41,-77609044.4626627,2.340384009446915,757713.0,-373943536.18580246,1.3878872756032576,648715.0,76755746.2059455
2025-07-19,44.332,45.298,43.991,44.48,3456873.91,154469709.89511,556842.0,76587574.05342,117814.4,6197160791.5471,3591.31,12293248411.83796,176.93,2605807738.70381,0.00030000000000000003,5e-05,2623878.7,116321790.5284,1.1964484194444445,1.981499798611111,1.180949068263889,1.1889210104166665,16.41,-859473630.9883914,2.336414214135971,655287.0,33518335.015007257,1.3924422238965708,630980.0,34802236.6739114
2025-07-20,44.478,47.405,44.187,45.997,4561511.48,209393059.47979,695884.0,101265875.68444,117216.0,9710161747.2649,3755.67,26908744578.77599,181.42,5170433405.75461,0.00045437,5e-05,2685154.29,123433986.1221974,1.156800180173611,1.895071076388889,1.1869220760416668,1.1168615659722223,16.41,65791466.43705201,2.3233701383205516,625098.0,163270663.6596887,1.431759937204128,595222.0,57794313.3160104
2025-07-21,45.991,47.823,44.064,44.329,7075047.83,325318690.0,973503.0,158236090.8092,117330.2,16757943321.4359,3760.96,25225480585.51872,195.75,7682155805.91225,0.0005241,5e-05,2665791.82,117861716.65851945,1.4416219661818184,1.8135698872727273,1.4684201104,1.1903017534722222,16.65,-3557688.4527101517,2.3218439654227243,733805.0,-20291499.871241093,1.4162554446766693,657686.0,56969006.0836102
2025-07-22,44.324,46.327,43.066,46.274,8859915.15,392838355.64222,1140318.0,192631717.11139,119993.7,22133221784.4276,3746.01,29306295168.48628,205.78,10328260517.56654,0.00048114,5e-05,2770059.68,127796554.3352898,1.3663361266409266,1.7481092256944446,1.4602188852430555,1.1041837013888889,16.5,214704026.64614773,2.3670956161477066,730808.0,-184763036.03565836,1.3942722083449235,676888.0,54218696.2884699
2025-07-23,46.273,46.338,42.388,43.705,8127544.16,356355488.70913,987226.0,170331753.54481,118713.5,16199890830.6418,3627.49,25314488743.70884,189.4,7212718859.30893,0.00030000000000000003,5e-05,2639524.89,115110314.33480231,1.4099227148263889,1.6550217604166668,1.461185661388889,1.0215769340277778,15.37,42233873.44973755,2.334400354595592,738717.0,139875736.1823411,1.344791219392352,646492.0,51590470.7781818
2025-07-24,43.705,44.394,41.463,42.075,6568711.22,280851777.74332,784826.0,133952704.76083,118294.3,16275419265.9469,3706.2,28454660354.48651,182.8,6689584290.66712,0.00030000000000000003,5e-05,2615886.73,110101835.9312826,1.4710823734375,1.5923200104166666,1.5695648935763888,1.0187473125,15.39,660847775.8172426,2.3257901969225423,719805.0,-497872814.9572978,1.3599508221507184,666804.0,51266236.5703361
2025-07-25,42.076,44.192,41.122,44.128,6254485.09,265344986.73114,796060.0,131811169.4677,117583.5,30217394710.2149,3724.17,27126573043.76688,186.69,5514878238.86738,0.00030000000000000003,5e-05,2648753.64,116918634.42324,1.5055326670833333,1.6316981770833334,1.601031909375,1.1382599618055556,14.93,2581753181.0218334,2.304027155259395,749904.0,-1059586446.1602402,1.3508158335547509,699650.0,61839111.0119715
2025-07-26,44.128,44.906,43.327,43.363,2896862.22,128033680.03398,433467.0,60962537.84596,117889.2,6739341628.4194,3740.0,12459303545.27103,184.82,2394445764.47181,0.00030000000000000003,5e-05,2577753.8,111920914.4884,1.5433346008680555,1.797643295138889,1.5593415442361112,1.1341009826388888,14.93,-101605857.05719757,2.3118305041157874,652309.0,49248027.12174106,1.3518208702857903,747490.0,19359783.4717663
2025-07-27,43.365,44.333,42.402,43.649,3693814.44,160017500.73265,516789.0,78123583.70099,119423.4,9021870261.9343,3871.47,15482491667.55545,188.55,2716056823.76113,0.00030000000000000003,5e-05,2690747.11,117596225.1190354,1.6122970233680556,1.6955961215277777,1.6321260697569444,1.1560023958333334,14.93,-89837343.74643731,2.338853962335245,615345.0,-177360296.71418703,1.385371725331355,723786.0,37585555.9779428
2025-07-28,43.655,46.095,42.63,43.742,9012464.12,401387084.47634,1277006.0,192752533.8274,118041.4,12646588023.95,3796.0,24175996255.18144,183.03,4899665615.71001,0.00023671,-1.329e-05,2803165.52,122218016.672,1.6215170762847224,1.8342393437500002,1.6260923021875,1.016261232638889,15.03,-1152833924.1663098,2.3084821087206895,728095.0,-8372061.11838007,1.3549039331166703,661817.0,71628959.8517751
2025-07-29,43.741,45.29,42.448,43.485,10500434.66,458473221.31978,1355120.0,222265535.26016,117897.0,13605158270.3445,3791.55,24860205422.37114,181.39,3825301372.31857,0.00016069,-3.504e-05,2620036.14,113824468.98190343,1.7345660376736112,1.813804888888889,1.8435537339930557,0.9846114895833333,15.98,-812735116.222877,2.3014237166265827,715626.0,-79309086.19383645,1.349275714875779,742843.0,65029132.6870779
2025-07-30,43.485,43.729,40.69,42.221,6860552.23,291817523.9485,1012747.0,142431571.37068,117771.0,14671863277.403,3808.67,21736673459.65851,177.68,4212717668.21839,0.00017248,2.227e-05,2626923.91,110956063.75590406,1.7323675725,2.0092717291666666,1.858583901736111,1.0209020381944445,15.48,-656466258.997539,2.2955727612124828,733090.0,-100550719.53330755,1.3479466887147058,937809.0,51709142.1030505
2025-07-31,42.225,44.721,40.64,40.826,7623677.47,326635061.67781,1009388.0,157081771.21876,115697.3,15883505625.6346,3696.58,20469554422.85698,172.15,3691428968.7667,4.442000000000001e-05,-0.00020558,2676709.94,109085835.91607755,1.630448364826389,1.7135125729166667,1.817908656527778,1.0978521701388888,16.72,-246624025.38648176,2.2576734658479,752871.0,-987821640.7640369,1.3128089751159353,927593.0,51414929.9153623
2025-08-01,40.824,41.635,36.323,37.613,13887673.99,540851060.93021,1686533.0,259132526.179,113244.8,25374879723.7736,3486.42,33128314776.46401,162.61,5841891232.46841,-7.616999999999998e-05,-1.85e-06,2635980.26,98896707.39468,1.8961465422916666,1.4617415555555555,2.086342123125,1.0720766909722221,20.38,660700603.9852533,2.2070884136924738,838177.0,15769121.0886271,1.2462161107482712,773917.0,92827613.8793973
2025-08-02,37.615,38.729,35.493,36.896,7651094.83,285836440.5193,950222.0,143102078.60597,112508.8,11582327925.5756,3392.42,18754639855.72633,158.4,3265317440.80701,-0.00060617,5e-05,2638732.52,97499883.24005155,1.702508304027778,1.5301135277777778,1.9072432788541667,1.213844,20.38,168302905.22713017,2.192314956363128,693800.0,4189140.0861867666,1.2208822817428142,741189.0,46757747.7862943
2025-08-03,36.898,39.299,36.415,38.18,5953155.77,226615082.83011,782010.0,114934241.20508,114150.8,7180260356.7661,3495.0,11864698196.98683,161.84,2057777405.21238,-0.0007871499999999999,-0.00020201,2643493.0,100941780.205,1.6038823758680556,1.4330994895833333,1.8079071361458334,1.3490483541666665,20.38,-60468691.38214755,2.2240971442941064,621756.0,86084050.76174009,1.260692825660364,768049.0,45385256.8176155
