run_date,ts_utc,inst,bar,rank,strategy,val_sharpe,val_return,val_trades,hold_sharpe,hold_return,hold_trades,hold_profit_factor,hold_max_drawdown,luck_bar_sharpe,satisfied
2026-08-10,2026-08-10T16:45:42.850317+00:00,BTC-USDT-SWAP,5m,1,pocfade(dist=0.4) -> flip()+ml_gate(0.55),6.149954352129978,0.0472770750234874,24,-3.6635431982900166,-0.02313899595138863,18,0.6361650080422084,-0.03536559808243087,20.497478288738463,False
2026-08-10,2026-08-10T16:45:42.850317+00:00,BTC-USDT-SWAP,5m,2,pocfade(dist=0.4) -> flip(),6.061358884355137,0.04929860975181792,27,-2.415157381717575,-0.015700120675483695,19,0.7555613818121037,-0.03524397021513323,20.497478288738463,False
2026-08-10,2026-08-10T16:45:42.850317+00:00,BTC-USDT-SWAP,5m,3,momentum(deadzone=0.35) -> flip(),1.7204810274121347,0.012906064204188827,31,-5.446798610612058,-0.033256717340712005,24,0.5680414168921905,-0.07977761717310387,20.497478288738463,False
2026-08-10,2026-08-10T16:45:42.850317+00:00,BTC-USDT-SWAP,5m,4,pocfade(dist=0.4) -> flip()+time(max_hold=48),1.6570113407699656,0.011782546222393536,46,-9.191984614639116,-0.05310113894751652,33,0.41758809281551384,-0.05503967210191436,20.497478288738463,False
2026-08-10,2026-08-10T16:45:42.850317+00:00,BTC-USDT-SWAP,5m,5,"regime_router(deadzone=0.15,z=1.5) -> flip()+time(max_hold=48)",1.5985809459595073,0.011346048075846882,78,-13.578752177933929,-0.07145817435992481,71,0.5024111947299114,-0.08693768651708408,20.497478288738463,False
