ts_utc,inst,bar,search_frac,xgb_auc,xgb_acc,xgb_expectancy_bps,ddqn_episodes,ddqn_avg_reward,overfit_flag,bt_search_total_return,bt_search_sharpe,bt_search_sortino,bt_search_max_drawdown,bt_search_profit_factor,bt_search_trade_count,bt_search_win_rate,bt_search_turnover,bt_search_fees_paid,bt_search_gated_entries,bt_holdout_total_return,bt_holdout_sharpe,bt_holdout_sortino,bt_holdout_max_drawdown,bt_holdout_profit_factor,bt_holdout_trade_count,bt_holdout_win_rate,bt_holdout_turnover,bt_holdout_fees_paid,bt_holdout_gated_entries
2026-08-10T00:38:27.793508+00:00,SELFTEST,5m,0.7,0.5476322093237517,0.5819477434679335,15.538077355303503,60,-0.003965204169148292,True,-0.018962387423304004,-8.435111388755644,-0.9046147479172186,-0.022858800541075246,0.39080718570870404,7,0.2857142857142857,14.0,0.007,26,-0.016257926010384133,-18.457171913798067,-2.6463246730426566,-0.016257926010384133,0.14469123395362343,5,0.2,9.0,0.0045000000000000005,22
